epoch,train-loss,learning-rate
0,6.0806603,0.001
1,6.3459387,0.001
2,6.3285804,0.001
3,6.258126,0.001
4,6.236462,0.001
5,6.2234707,0.001
6,6.2269893,0.001
7,6.187073,0.001
8,6.172033,0.001
9,6.1515913,0.001
10,6.1650934,0.001
11,6.1601863,0.001
12,6.189428,0.001
13,6.169303,0.001
14,6.2152243,0.001
15,6.2672296,0.001
16,6.270182,0.001
17,6.330829,0.001
18,6.3270693,0.001
19,6.3458457,0.001
20,6.3643556,0.001
21,6.341655,0.001
22,6.3720207,0.001
23,6.3476276,0.001
24,6.347661,0.001
25,6.35448,0.001
26,6.2823377,0.001
27,6.3076096,0.001
28,6.267502,0.001
29,6.2183275,0.001
30,6.2135353,0.001
31,6.2080517,0.001
32,6.2147135734558105,0.001
33,6.2321014404296875,0.001
34,6.273643970489502,0.001
35,6.293716907501221,0.001
36,6.316702842712402,0.001
37,6.238083839416504,0.001
38,6.297217845916748,0.001
39,6.235816955566406,0.001
40,6.287952423095703,0.001
41,6.282730579376221,0.001
42,6.264078617095947,0.001
43,6.280750751495361,0.001
44,6.30751371383667,0.001
45,6.306256294250488,0.001
46,6.299273490905762,0.001
47,6.2538161277771,0.001
48,6.308955192565918,0.001
49,6.321704864501953,0.001
50,6.275021553039551,0.001
51,6.300144195556641,0.001
52,6.25762414932251,0.001
53,6.296964168548584,0.001
54,6.244597434997559,0.001
55,6.2882771492004395,0.001
56,6.254846096038818,0.001
57,6.2712202072143555,0.001
58,6.268241882324219,0.001
59,6.290948390960693,0.001
60,6.271167278289795,0.001
61,6.256173610687256,0.001
62,6.245248317718506,0.001
63,6.281562805175781,0.001
64,6.24992036819458,0.001
65,6.234198570251465,0.001
66,6.260369777679443,0.001
67,6.222705364227295,0.001
68,6.212596893310547,0.001
69,6.232005596160889,0.001
70,6.203392028808594,0.001
71,6.264329433441162,0.001
72,6.230640411376953,0.001
73,6.226314544677734,0.001
74,6.225676536560059,0.001
75,6.189244747161865,0.001
76,6.168251037597656,0.001
77,6.206377983093262,0.001
78,6.149542808532715,0.001
79,6.193486213684082,0.001
80,6.221315860748291,0.001
81,6.282244682312012,0.001
82,6.2177534103393555,0.001
83,6.210394382476807,0.001
84,6.197443962097168,0.001
85,6.183061122894287,0.001
86,6.210587978363037,0.001
87,6.184589862823486,0.001
88,6.178130626678467,0.001
89,6.067849636077881,0.001
90,6.157131195068359,0.001
91,6.164493083953857,0.001
92,6.161938667297363,0.001
93,6.176170825958252,0.001
94,6.205336570739746,0.001
95,6.188104152679443,0.001
96,6.178399085998535,0.001
97,6.178179740905762,0.001
98,6.149479866027832,0.001
99,6.149722576141357,0.001
100,6.158270835876465,0.001
101,6.091216087341309,0.001
102,6.025186061859131,0.001
103,6.046229839324951,0.001
104,6.040528297424316,0.001
105,6.074695110321045,0.001
106,6.053865909576416,0.001
107,6.103410243988037,0.001
108,6.072908401489258,0.001
109,6.107421875,0.001
110,6.100345611572266,0.001
111,6.0919623374938965,0.001
112,6.059537410736084,0.001
113,6.022696495056152,0.001
114,6.0489606857299805,0.001
115,6.070555686950684,0.001
116,6.073724746704102,0.001
117,6.11133337020874,0.001
118,6.064680099487305,0.001
119,6.1533002853393555,0.001
120,6.111392498016357,0.001
121,6.138564109802246,0.001
122,6.14663028717041,0.001
123,6.212086200714111,0.001
124,6.164980411529541,0.001
125,6.052679061889648,0.001
126,6.074549198150635,0.001
127,6.030979156494141,0.001
128,5.974040508270264,0.001
129,5.95497989654541,0.001
130,6.009128093719482,0.001
131,5.901678562164307,0.001
132,6.0027666091918945,0.001
133,5.959690093994141,0.001
134,5.904375076293945,0.001
135,5.954745769500732,0.001
136,5.972787380218506,0.001
137,5.935733795166016,0.001
138,5.929900646209717,0.001
139,5.950497150421143,0.001
140,5.954552173614502,0.001
141,5.921294212341309,0.001
142,5.992636203765869,0.001
143,5.979469299316406,0.001
144,6.012905120849609,0.001
145,6.050199508666992,0.001
146,6.037790298461914,0.001
147,6.019226551055908,0.001
148,6.063846111297607,0.001
149,5.959726333618164,0.001
150,5.97844934463501,0.001
151,6.036048412322998,0.001
152,5.890496730804443,0.001
153,5.948562145233154,0.001
154,5.914536476135254,0.001
155,5.974748134613037,0.001
156,5.958714008331299,0.001
157,5.923506259918213,0.001
158,5.880014419555664,0.001
159,5.949403762817383,0.001
160,5.9612932205200195,0.001
161,5.939210891723633,0.001
162,5.957139015197754,0.001
163,5.896082878112793,0.001
164,5.926004409790039,0.001
165,5.847909450531006,0.001
166,5.853338241577148,0.001
167,5.92136812210083,0.001
168,5.879405975341797,0.001
169,5.89041805267334,0.001
170,5.897439956665039,0.001
171,5.892983913421631,0.001
172,5.900000095367432,0.001
173,5.928774356842041,0.001
174,5.926115036010742,0.001
175,5.891234874725342,0.001
176,5.92923641204834,0.001
177,5.822433948516846,0.001
178,5.888365745544434,0.001
179,5.87031364440918,0.001
180,5.849762439727783,0.001
181,5.799350738525391,0.001
182,5.882958889007568,0.001
183,5.833688735961914,0.001
184,5.876167297363281,0.001
185,5.8473801612854,0.001
186,5.815982818603516,0.001
187,5.924176216125488,0.001
188,5.859060764312744,0.001
189,5.817805290222168,0.001
190,5.826970100402832,0.001
191,5.7938947677612305,0.001
192,5.804777145385742,0.001
193,5.850109100341797,0.001
194,5.826272964477539,0.001
195,5.7934465408325195,0.001
196,5.763053894042969,0.001
197,5.813465595245361,0.001
198,5.805266380310059,0.001
199,5.810684680938721,0.001
200,5.783674716949463,0.001
201,5.765849590301514,0.001
202,5.7957000732421875,0.001
203,5.683896541595459,0.001
204,5.722072601318359,0.001
205,5.721228122711182,0.001
206,5.712491512298584,0.001
207,5.656191825866699,0.001
208,5.787578105926514,0.001
209,5.73599100112915,0.001
210,5.707759857177734,0.001
211,5.664083480834961,0.001
212,5.718317985534668,0.001
213,5.688209056854248,0.001
214,5.699963092803955,0.001
215,5.668304920196533,0.001
216,5.725766181945801,0.001
217,5.725818634033203,0.001
218,5.702717304229736,0.001
219,5.756944179534912,0.001
220,5.781137466430664,0.001
221,5.697999954223633,0.001
222,5.72423791885376,0.001
223,5.7117509841918945,0.001
224,5.656667709350586,0.001
225,5.72177791595459,0.001
226,5.6951189041137695,0.001
227,5.580772876739502,0.001
228,5.601750373840332,0.001
229,5.559447765350342,0.001
230,5.59075927734375,0.001
231,5.652047634124756,0.001
232,5.56671667098999,0.001
233,5.5323991775512695,0.001
234,5.45786714553833,0.001
235,5.548703193664551,0.001
236,5.571057319641113,0.001
237,5.540616512298584,0.001
238,5.558902263641357,0.001
239,5.5365309715271,0.001
240,5.491519451141357,0.001
241,5.508213043212891,0.001
242,5.521731376647949,0.001
243,5.530073165893555,0.001
244,5.45578145980835,0.001
245,5.498716354370117,0.001
246,5.467310905456543,0.001
247,5.503759860992432,0.001
248,5.453664779663086,0.001
249,5.455892086029053,0.001
250,5.507303714752197,0.001
251,5.428597927093506,0.001
252,5.516878128051758,0.001
253,5.503531455993652,0.001
254,5.459961891174316,0.001
255,5.52340841293335,0.001
256,5.447216510772705,0.001
257,5.469909191131592,0.001
258,5.438964366912842,0.001
259,5.379357814788818,0.001
260,5.446948528289795,0.001
261,5.415120601654053,0.001
262,5.419046401977539,0.001
263,5.367576599121094,0.001
264,5.338011741638184,0.001
265,5.294570446014404,0.001
266,5.253714084625244,0.001
267,5.302492141723633,0.001
268,5.222656726837158,0.001
269,5.32598352432251,0.001
270,5.315559387207031,0.001
271,5.343083381652832,0.001
272,5.356951713562012,0.001
273,5.31654691696167,0.001
274,5.326247692108154,0.001
275,5.3538498878479,0.001
276,5.302584171295166,0.001
277,5.25527286529541,0.001
278,5.286003112792969,0.001
279,5.297272205352783,0.001
280,5.293094635009766,0.001
281,5.316895008087158,0.001
282,5.2611799240112305,0.001
283,5.256199359893799,0.001
284,5.2987446784973145,0.001
285,5.326536178588867,0.001
286,5.1788649559021,0.001
287,5.328107833862305,0.001
288,5.232362747192383,0.001
289,5.151947975158691,0.001
290,5.273349761962891,0.001
291,5.275516510009766,0.001
292,5.1687116622924805,0.001
293,5.249043941497803,0.001
294,5.188902854919434,0.001
295,5.161818504333496,0.001
296,5.18381404876709,0.001
297,5.167933940887451,0.001
298,5.133650302886963,0.001
299,5.153035640716553,0.001
300,5.180726051330566,0.001
301,5.221856117248535,0.001
302,5.221076965332031,0.001
303,5.2089996337890625,0.001
304,5.155323505401611,0.001
305,5.117313385009766,0.001
306,5.170158386230469,0.001
307,5.201392650604248,0.001
308,5.084162712097168,0.001
309,5.125739097595215,0.001
310,5.088476657867432,0.001
311,5.125654697418213,0.001
312,5.145452976226807,0.001
313,5.087291240692139,0.001
314,5.12789249420166,0.001
315,5.220654010772705,0.001
316,5.161036968231201,0.001
317,5.096340179443359,0.001
318,5.150737285614014,0.001
319,5.111074924468994,0.001
320,5.1669020652771,0.001
321,5.178616046905518,0.001
322,5.073082447052002,0.001
323,5.07855224609375,0.001
324,5.054924964904785,0.001
325,5.086684703826904,0.001
326,5.10496711730957,0.001
327,5.007024765014648,0.001
328,5.171213150024414,0.001
329,5.099093914031982,0.001
330,5.074617385864258,0.001
331,5.150654315948486,0.001
332,5.107750415802002,0.001
333,5.094426155090332,0.001
334,4.976224899291992,0.001
335,4.993593215942383,0.001
336,5.090857982635498,0.001
337,5.084480285644531,0.001
338,4.975103855133057,0.001
339,5.070164680480957,0.001
340,5.026479721069336,0.001
341,5.087913513183594,0.001
342,5.033636569976807,0.001
343,5.029245376586914,0.001
344,4.989493370056152,0.001
345,5.0121750831604,0.001
346,5.035370349884033,0.001
347,5.0909743309021,0.001
348,4.933907508850098,0.001
349,5.008076190948486,0.001
350,4.974778175354004,0.001
351,4.957921028137207,0.001
352,4.987610816955566,0.001
353,5.01721715927124,0.001
354,5.036823749542236,0.001
355,4.957329750061035,0.001
356,4.921046257019043,0.001
357,4.9902191162109375,0.001
358,4.933769226074219,0.001
359,5.0124664306640625,0.001
360,5.0549116134643555,0.001
361,4.925095081329346,0.001
362,5.016711235046387,0.001
363,4.994293689727783,0.001
364,5.043401718139648,0.001
365,4.910556316375732,0.001
366,4.9239301681518555,0.001
367,4.832428455352783,0.001
368,4.913945198059082,0.001
369,4.924128532409668,0.001
370,4.874279975891113,0.001
371,4.944210529327393,0.001
372,4.869380950927734,0.001
373,4.994852542877197,0.001
374,4.9280829429626465,0.001
375,4.885267734527588,0.001
376,4.886177062988281,0.001
377,4.887160778045654,0.001
378,4.903499603271484,0.001
379,4.9354939460754395,0.001
380,4.914323329925537,0.001
381,4.885148525238037,0.001
382,4.908807277679443,0.001
383,4.79807186126709,0.001
384,4.940973281860352,0.001
385,4.923586845397949,0.001
386,4.907388687133789,0.001
387,4.788862705230713,0.001
388,4.888392925262451,0.001
389,4.897214412689209,0.001
390,4.9052886962890625,0.001
391,4.904531478881836,0.001
392,4.879906177520752,0.001
393,4.802815914154053,0.001
394,4.760128498077393,0.001
395,4.887842655181885,0.001
396,4.8075103759765625,0.001
397,4.867233753204346,0.001
398,4.724318981170654,0.001
399,4.820371627807617,0.001
400,4.752128601074219,0.001
401,4.819206237792969,0.001
402,4.844991207122803,0.001
403,4.8585028648376465,0.001
404,4.8835978507995605,0.001
405,4.73652982711792,0.001
406,4.879055023193359,0.001
407,4.7604875564575195,0.001
408,4.861388683319092,0.001
409,4.791007995605469,0.001
410,4.730436325073242,0.001
411,4.838621139526367,0.001
412,4.7090959548950195,0.001
413,4.82107400894165,0.001
414,4.756596565246582,0.001
415,4.850542068481445,0.001
416,4.825326442718506,0.001
417,4.716972827911377,0.001
418,4.781835079193115,0.001
419,4.833379745483398,0.001
420,4.835848331451416,0.001
421,4.646579265594482,0.001
422,4.77076530456543,0.001
423,4.731473922729492,0.001
424,4.706777572631836,0.001
425,4.726804733276367,0.001
426,4.779644012451172,0.001
427,4.7308030128479,0.001
428,4.715313911437988,0.001
429,4.793944835662842,0.001
430,4.673827171325684,0.001
431,4.71145486831665,0.001
432,4.742015361785889,0.001
433,4.751236915588379,0.001
434,4.689882755279541,0.001
435,4.729076862335205,0.001
436,4.762470722198486,0.001
437,4.78246545791626,0.001
438,4.734536170959473,0.001
439,4.704624176025391,0.001
440,4.706356048583984,0.001
441,4.714992523193359,0.001
442,4.702276706695557,0.001
443,4.692107200622559,0.001
444,4.6807942390441895,0.001
445,4.6621294021606445,0.001
446,4.693828105926514,0.001
447,4.663629055023193,0.001
448,4.7785186767578125,0.001
449,4.73019552230835,0.001
450,4.723100662231445,0.001
451,4.7064032554626465,0.001
452,4.754241466522217,0.001
453,4.65248966217041,0.001
454,4.68841028213501,0.001
455,4.618880271911621,0.001
456,4.682331562042236,0.001
457,4.654004096984863,0.001
458,4.601827144622803,0.001
459,4.663902282714844,0.001
460,4.677431583404541,0.001
461,4.604305744171143,0.001
462,4.6844000816345215,0.001
463,4.629943370819092,0.001
464,4.69539213180542,0.001
465,4.630746841430664,0.001
466,4.611435413360596,0.001
467,4.671077251434326,0.001
468,4.646338939666748,0.001
469,4.596805095672607,0.001
470,4.5626912117004395,0.001
471,4.6330084800720215,0.001
472,4.5780839920043945,0.001
473,4.659413814544678,0.001
474,4.607172012329102,0.001
475,4.535116195678711,0.001
476,4.628449440002441,0.001
477,4.643572807312012,0.001
478,4.600428581237793,0.001
479,4.556199550628662,0.001
480,4.619598865509033,0.001
481,4.6302900314331055,0.001
482,4.672042369842529,0.001
483,4.7289719581604,0.001
484,4.596924304962158,0.001
485,4.515564918518066,0.001
486,4.644643306732178,0.001
487,4.5345377922058105,0.001
488,4.496170997619629,0.001
489,4.619533538818359,0.001
490,4.580958366394043,0.001
491,4.463244915008545,0.001
492,4.450473785400391,0.001
493,4.613469123840332,0.001
494,4.599077224731445,0.001
495,4.560263156890869,0.001
496,4.5576677322387695,0.001
497,4.545572280883789,0.001
498,4.5732622146606445,0.001
499,4.527318000793457,0.001
500,4.506429672241211,0.001
501,4.532496452331543,0.001
502,4.614336013793945,0.001
503,4.605687141418457,0.001
504,4.603346347808838,0.001
505,4.413341999053955,0.001
506,4.445005893707275,0.001
507,4.507467746734619,0.001
508,4.529225826263428,0.001
509,4.530677795410156,0.001
510,4.559413433074951,0.001
511,4.60196590423584,0.001
512,4.406458377838135,0.001
513,4.574160099029541,0.001
514,4.531365871429443,0.001
515,4.544978141784668,0.001
516,4.44061279296875,0.001
517,4.372860431671143,0.001
518,4.535403728485107,0.001
519,4.438251972198486,0.001
520,4.519994258880615,0.001
521,4.521539688110352,0.001
522,4.6076459884643555,0.001
523,4.452425003051758,0.001
524,4.524293899536133,0.001
525,4.527270793914795,0.001
526,4.523276329040527,0.001
527,4.508774280548096,0.001
528,4.5048112869262695,0.001
529,4.501547813415527,0.001
530,4.439856052398682,0.001
531,4.517301559448242,0.001
532,4.442248344421387,0.001
533,4.411340236663818,0.001
534,4.420732021331787,0.001
535,4.48201322555542,0.001
536,4.440004348754883,0.001
537,4.377366065979004,0.001
538,4.511200428009033,0.001
539,4.46736478805542,0.001
540,4.528828144073486,0.001
541,4.453831195831299,0.001
542,4.499998092651367,0.001
543,4.408731460571289,0.001
544,4.483193874359131,0.001
545,4.377355575561523,0.001
546,4.371893405914307,0.001
547,4.502010822296143,0.001
548,4.424159049987793,0.001
549,4.432533264160156,0.001
550,4.401139736175537,0.001
551,4.439564228057861,0.001
552,4.466338157653809,0.001
553,4.458260536193848,0.001
554,4.459280490875244,0.001
555,4.495553016662598,0.001
556,4.499996662139893,0.001
557,4.374553203582764,0.001
558,4.440523624420166,0.001
559,4.3524885177612305,0.001
560,4.495183944702148,0.001
