epoch,train-loss,learning-rate
0,7.142558,0.001
1,8.541503,0.001
2,8.990586,0.001
3,9.030582,0.001
4,9.02842,0.001
5,9.021031,0.001
6,9.016414,0.001
7,9.013806,0.001
8,9.013647,0.001
9,9.014251,0.001
10,9.014906,0.001
11,9.014207,0.001
12,9.012977,0.001
13,9.012467,0.001
14,9.011807,0.001
15,9.011652,0.001
16,9.011441,0.001
17,9.011316,0.001
18,9.011182,0.001
19,9.011121,0.001
20,9.011085,0.001
21,9.01106,0.001
22,9.011058,0.001
23,9.011052,0.001
24,9.011027,0.001
25,9.011007,0.001
26,9.011002,0.001
27,9.01101,0.001
28,9.010981,0.001
29,9.010986,0.001
30,9.010999,0.001
31,9.010987,0.001
32,9.010993,0.001
33,9.010987,0.001
34,9.010997,0.001
35,9.010987,0.001
36,9.010989,0.001
37,9.010988,0.001
38,9.010987,0.001
39,9.010988,0.001
40,9.010991,0.001
41,9.010981,0.001
42,9.010981,0.001
43,9.010991,0.001
44,9.010996,0.001
45,9.010985,0.001
46,9.010989,0.001
47,9.0109825,0.001
48,9.010985,0.001
49,9.0109825,0.001
50,9.010975,0.001
51,9.010996,0.001
52,9.010983,0.001
53,9.010985,0.001
54,9.010989,0.001
55,9.010988,0.001
56,9.010986,0.001
57,9.010994,0.001
58,9.010999,0.001
59,9.01098,0.001
60,9.010999,0.001
61,9.010985,0.001
62,9.010997,0.001
63,9.010972,0.001
64,9.010985,0.001
65,9.01098,0.001
66,9.010981,0.001
67,9.010977,0.001
68,9.010983,0.001
69,9.010994,0.001
70,9.010983,0.001
71,9.010968,0.001
72,9.011009,0.001
73,9.01098,0.001
74,9.011002,0.001
75,9.010996,0.001
76,9.010991,0.001
77,9.011003,0.001
78,9.010965,0.001
79,9.010999,0.001
80,9.010991,0.001
81,9.01098,0.001
82,9.010988,0.001
83,9.01098,0.001
84,9.010982,0.001
85,9.010969,0.001
86,9.011005,0.001
87,9.010989,0.001
88,9.010983,0.001
89,9.010973,0.001
90,9.010971,0.001
91,9.010975,0.001
92,9.010978,0.001
93,9.010968,0.001
94,9.010971,0.001
95,9.010963,0.001
96,9.01097,0.001
97,9.010953,0.001
98,9.01099,0.001
99,9.010971,0.001
100,9.010968,0.001
101,9.011,0.001
102,9.010991,0.001
103,9.010976,0.001
104,9.010941,0.001
105,9.010899,0.001
106,9.011034,0.001
107,9.010994,0.001
108,9.010991,0.001
109,9.010988,0.001
110,9.010978,0.001
111,9.010979,0.001
112,9.010984,0.001
113,9.010981,0.001
114,9.010969,0.001
115,9.010977,0.001
116,9.010964,0.001
117,9.010984,0.001
118,9.010964,0.001
119,9.010976,0.001
120,9.010959,0.001
121,9.010972,0.001
122,9.010975,0.001
123,9.010968,0.001
124,9.010964,0.001
125,9.010967,0.001
126,9.010975,0.001
127,9.01097,0.001
128,9.0109625,0.001
129,9.010964,0.001
130,9.010936,0.001
131,9.010943,0.001
132,9.010957,0.001
133,9.0109005,0.001
134,9.010959,0.001
135,9.010941,0.001
136,9.010848,0.001
137,9.010833,0.001
138,9.010846,0.001
139,9.010855,0.001
140,9.010792,0.001
141,9.010576,0.001
142,9.010667,0.001
143,9.010608,0.001
144,9.010581,0.001
145,9.010462,0.001
146,9.010857,0.001
147,9.011152,0.001
148,9.010773,0.001
149,9.010604,0.001
150,9.010309,0.001
151,9.010348,0.001
152,9.010409,0.001
153,9.010516,0.001
154,9.01037,0.001
155,9.010307,0.001
156,9.010363,0.001
157,9.0100975,0.001
158,9.009715,0.001
159,9.009243,0.001
160,9.009304,0.001
161,9.009294,0.001
162,9.008437,0.001
163,9.009275,0.001
164,9.009722,0.001
165,9.00891,0.001
166,9.008644,0.001
167,9.008254,0.001
168,9.008439,0.001
169,9.0089035,0.001
170,9.007867,0.001
171,9.007614,0.001
172,9.008073,0.001
173,9.006596,0.001
174,9.008126,0.001
175,9.007536,0.001
176,9.00762,0.001
177,9.008132,0.001
178,9.006815,0.001
179,9.007807,0.001
180,9.007546,0.001
181,9.008622,0.001
182,9.008676,0.001
183,9.008141,0.001
184,9.007413,0.001
185,9.009042,0.001
186,9.008929,0.001
187,9.0079,0.001
188,9.0071745,0.001
189,9.007505,0.001
190,9.006223,0.001
191,9.003951,0.001
192,9.004178,0.001
193,9.005194,0.001
194,9.005514,0.001
195,9.0055065,0.001
196,9.00638,0.001
197,9.005216,0.001
198,9.006247,0.001
199,9.007416,0.001
200,9.004599,0.001
201,9.00414,0.001
202,9.005624,0.001
203,9.005769,0.001
204,9.004014,0.001
205,9.004283,0.001
206,9.003597,0.001
207,9.001696,0.001
208,9.002201,0.001
209,9.002832,0.001
210,9.000138,0.001
211,9.002701,0.001
212,9.001398,0.001
213,9.000521,0.001
214,8.997852,0.001
215,9.001561,0.001
216,8.997967,0.001
217,8.991649,0.001
218,8.995874,0.001
219,8.994677,0.001
220,8.996881,0.001
221,8.990646,0.001
222,8.987221,0.001
223,8.985669,0.001
224,8.987985,0.001
225,8.98542,0.001
226,8.980536,0.001
227,8.979116,0.001
228,8.978405,0.001
229,8.975853,0.001
230,8.9764,0.001
231,8.9736805,0.001
232,8.9675,0.001
233,8.968884,0.001
234,8.963439,0.001
235,8.96518,0.001
236,8.961338,0.001
237,8.96088,0.001
238,8.948646,0.001
239,8.949208,0.001
240,8.944384,0.001
241,8.935106,0.001
242,8.944891,0.001
243,8.936231,0.001
244,8.939216,0.001
245,8.920215,0.001
246,8.918113,0.001
247,8.913822,0.001
248,8.911398,0.001
249,8.905964,0.001
250,8.894844,0.001
251,8.892704,0.001
252,8.884474,0.001
253,8.872108,0.001
254,8.865038,0.001
255,8.87792,0.001
256,8.862268,0.001
257,8.855879,0.001
258,8.843496,0.001
259,8.843051,0.001
260,8.843939,0.001
261,8.838705,0.001
262,8.820199,0.001
263,8.814403,0.001
264,8.808182,0.001
265,8.810189,0.001
266,8.810078,0.001
267,8.798364,0.001
268,8.791771,0.001
269,8.783375,0.001
270,8.772887,0.001
271,8.784071,0.001
272,8.754403,0.001
273,8.747677,0.001
274,8.737931,0.001
275,8.732239,0.001
276,8.711967,0.001
277,8.705485,0.001
278,8.685547,0.001
279,8.674498,0.001
280,8.682185,0.001
281,8.68277,0.001
282,8.638547,0.001
283,8.625467,0.001
284,8.6270485,0.001
285,8.611524,0.001
286,8.593765,0.001
287,8.601441,0.001
288,8.58013,0.001
289,8.579208,0.001
290,8.566671,0.001
291,8.556599,0.001
292,8.552784,0.001
293,8.543061,0.001
294,8.527795,0.001
295,8.523426,0.001
296,8.524116,0.001
297,8.479436,0.001
298,8.503188,0.001
299,8.482042,0.001
300,8.455359,0.001
301,8.447397,0.001
302,8.442121,0.001
303,8.44486,0.001
304,8.444863,0.001
305,8.41958,0.001
306,8.422765,0.001
307,8.397902,0.001
308,8.377347,0.001
309,8.405702,0.001
310,8.381304,0.001
311,8.356383,0.001
312,8.364901,0.001
313,8.354653,0.001
314,8.345768,0.001
315,8.348768,0.001
316,8.359725,0.001
317,8.326999,0.001
318,8.342258,0.001
319,8.333488,0.001
320,8.317744,0.001
321,8.312549,0.001
322,8.328841,0.001
323,8.309467,0.001
324,8.3045025,0.001
325,8.307785,0.001
326,8.298969,0.001
327,8.3040905,0.001
328,8.288645,0.001
329,8.284425,0.001
330,8.288197,0.001
331,8.284172,0.001
332,8.277845,0.001
333,8.275072,0.001
334,8.277985,0.001
335,8.28642,0.001
336,8.294552,0.001
337,8.28438,0.001
338,8.26584,0.001
339,8.260678,0.001
340,8.25924,0.001
341,8.25715,0.001
342,8.234595,0.001
343,8.242215,0.001
344,8.235807,0.001
345,8.250746,0.001
346,8.240616,0.001
347,8.242209,0.001
348,8.24125,0.001
349,8.241512,0.001
350,8.230857,0.001
351,8.231072,0.001
352,8.222078,0.001
353,8.253325,0.001
354,8.236159,0.001
355,8.209645,0.001
356,8.22594,0.001
357,8.233336,0.001
358,8.201907,0.001
359,8.218849,0.001
360,8.21221,0.001
361,8.199869,0.001
362,8.211776,0.001
363,8.20428,0.001
364,8.204152,0.001
365,8.2011795,0.001
366,8.210563,0.001
367,8.187109,0.001
368,8.200952,0.001
369,8.185273,0.001
370,8.201431,0.001
371,8.192524,0.001
372,8.177922,0.001
373,8.211828,0.001
374,8.178983,0.001
375,8.201625,0.001
376,8.174687,0.001
377,8.1616955,0.001
378,8.180953,0.001
379,8.164054,0.001
380,8.181251,0.001
381,8.159024,0.001
382,8.169743,0.001
383,8.153899,0.001
384,8.174464,0.001
385,8.166073,0.001
386,8.185928,0.001
387,8.164026,0.001
388,8.175982,0.001
389,8.174887,0.001
390,8.155133,0.001
391,8.161317,0.001
392,8.155278,0.001
393,8.147357,0.001
394,8.141782,0.001
395,8.143762,0.001
396,8.154908,0.001
397,8.156051,0.001
398,8.153656,0.001
399,8.162559,0.001
400,8.134471,0.001
401,8.134413,0.001
402,8.117926,0.001
403,8.159062,0.001
404,8.142214,0.001
405,8.143431,0.001
406,8.149701,0.001
407,8.130849,0.001
408,8.139804,0.001
409,8.139043,0.001
410,8.106462,0.001
411,8.1307,0.001
412,8.119757,0.001
413,8.139764,0.001
414,8.142117,0.001
415,8.135388,0.001
416,8.122879,0.001
417,8.13683,0.001
418,8.136,0.001
419,8.144678,0.001
420,8.107133,0.001
421,8.104536,0.001
422,8.123214,0.001
423,8.128913,0.001
424,8.126826,0.001
425,8.112362,0.001
426,8.09986,0.001
427,8.112551,0.001
428,8.095292,0.001
429,8.096361,0.001
430,8.075908,0.001
431,8.107022,0.001
432,8.105844,0.001
433,8.111728,0.001
434,8.108512,0.001
435,8.103682,0.001
436,8.108098,0.001
437,8.134684,0.001
438,8.117448,0.001
439,8.101122,0.001
440,8.108663,0.001
441,8.102614,0.001
442,8.078621,0.001
443,8.077729,0.001
444,8.090809,0.001
445,8.107394,0.001
446,8.085773,0.001
447,8.096279,0.001
448,8.093179,0.001
449,8.091821,0.001
450,8.100659,0.001
451,8.094842,0.001
452,8.114058,0.001
453,8.076859,0.001
454,8.050321,0.001
455,8.063981,0.001
456,8.0840435,0.001
457,8.088798,0.001
458,8.071108,0.001
459,8.071386,0.001
460,8.080526,0.001
461,8.075003,0.001
462,8.076982,0.001
463,8.088982,0.001
464,8.095626,0.001
465,8.080149,0.001
466,8.047559,0.001
467,8.064722,0.001
468,8.08373,0.001
469,8.088921,0.001
470,8.0722065,0.001
471,8.070133,0.001
472,8.065472,0.001
473,8.066023,0.001
474,8.069501,0.001
475,8.071037,0.001
476,8.057586,0.001
477,8.067026,0.001
478,8.068393,0.001
479,8.075348,0.001
480,8.064499,0.001
481,8.056052,0.001
482,8.069007,0.001
483,8.079499,0.001
484,8.0691395,0.001
485,8.060808,0.001
486,8.07179,0.001
487,8.063613,0.001
488,8.040354,0.001
489,8.047266,0.001
490,8.04062,0.001
491,8.054394,0.001
492,8.0471325,0.001
493,8.051533,0.001
494,8.066952,0.001
495,8.095699,0.001
496,8.033613,0.001
497,8.062228,0.001
498,8.053505,0.001
499,8.058491,0.001
500,8.057855,0.001
501,8.031885,0.001
502,8.04415,0.001
503,8.034594,0.001
504,8.0478525,0.001
505,8.046087,0.001
506,8.066131,0.001
507,8.041011,0.001
508,8.047504,0.001
509,8.0536175,0.001
510,8.039434,0.001
511,8.037937,0.001
512,8.034291,0.001
513,8.044377,0.001
514,8.024037,0.001
515,8.040137,0.001
516,8.033636,0.001
517,8.044696,0.001
518,8.007181,0.001
519,8.038269,0.001
520,8.055767,0.001
521,8.044429,0.001
522,8.02934,0.001
523,8.040886,0.001
524,8.045238,0.001
525,8.02353,0.001
526,8.038813,0.001
527,8.044423,0.001
528,8.03616,0.001
529,8.040281,0.001
530,8.024769,0.001
531,8.037449,0.001
532,8.009636,0.001
533,8.021809,0.001
534,8.023608,0.001
535,8.021233,0.001
536,8.018785,0.001
537,8.018418,0.001
538,7.9996734,0.001
539,8.02792,0.001
540,8.019427,0.001
541,8.015324,0.001
542,8.008843,0.001
543,8.023098,0.001
544,8.029523,0.001
545,8.005665,0.001
546,7.9948206,0.001
547,8.0078745,0.001
548,8.013675,0.001
549,8.008951,0.001
550,8.004714,0.001
551,8.027124,0.001
552,8.010858,0.001
553,8.027545,0.001
554,8.009903,0.001
555,8.044534,0.001
556,8.012291,0.001
557,8.0092945,0.001
558,8.000774,0.001
559,8.001115,0.001
560,8.007499,0.001
561,8.013806,0.001
562,8.008519,0.001
563,7.997312,0.001
564,8.011453,0.001
565,7.988812,0.001
566,8.004669,0.001
567,7.993409,0.001
568,8.021405,0.001
569,7.9946637,0.001
570,7.994858,0.001
571,7.9945216,0.001
572,7.986849,0.001
573,7.998774,0.001
574,7.980323,0.001
575,8.005946,0.001
576,8.004786,0.001
577,7.99623,0.001
578,7.9824615,0.001
579,7.987419,0.001
580,7.9740305,0.001
581,7.9850497,0.001
582,7.9913044,0.001
583,7.9876866,0.001
584,8.006721,0.001
585,8.001249,0.001
586,7.9736037,0.001
587,7.9761796,0.001
588,8.003642,0.001
589,7.9963446,0.001
590,7.997869,0.001
591,7.992347,0.001
592,7.9681883,0.001
593,7.996236,0.001
594,7.987804,0.001
595,7.9878373,0.001
596,7.9748893,0.001
597,7.9717574,0.001
598,7.9585214,0.001
599,7.990798,0.001
600,7.9843698,0.001
601,7.9791627,0.001
602,7.9814405,0.001
603,7.9928465,0.001
604,7.973868,0.001
605,7.9713855,0.001
606,7.975546,0.001
607,7.967662,0.001
608,7.9666243,0.001
609,7.9755535,0.001
610,7.9787636,0.001
611,7.9901347,0.001
612,7.9968877,0.001
613,7.9823966,0.001
614,7.981278,0.001
615,7.984853,0.001
616,7.9726467,0.001
617,7.9685593,0.001
618,7.974126,0.001
619,7.956889,0.001
620,7.980592,0.001
621,7.9724154,0.001
622,7.9753327,0.001
623,7.9724402,0.001
624,7.9881067,0.001
625,7.974403,0.001
626,7.986889,0.001
627,7.9823036,0.001
628,7.968073,0.001
629,7.965579,0.001
630,7.9585967,0.001
631,7.960164,0.001
632,7.9584355,0.001
633,7.9813223,0.001
634,7.97363,0.001
635,7.9717155,0.001
636,7.956266,0.001
637,7.9634275,0.001
638,7.9623303,0.001
639,7.9699855,0.001
640,7.9797416,0.001
641,7.9590073,0.001
642,7.9651265,0.001
643,7.963839,0.001
644,7.9441767,0.001
645,7.9578624,0.001
646,7.963458,0.001
647,7.9608097,0.001
648,7.9555893,0.001
649,7.951261,0.001
650,7.9691005,0.001
651,7.9564433,0.001
652,7.9583473,0.001
653,7.945986,0.001
654,7.9411154,0.001
655,7.9543686,0.001
656,7.9444103,0.001
657,7.9423676,0.001
658,7.9609966,0.001
659,7.949417,0.001
660,7.9642243,0.001
661,7.9588017,0.001
662,7.965551,0.001
663,7.9697733,0.001
664,7.970105,0.001
665,7.954947,0.001
666,7.960092,0.001
667,7.9784927,0.001
668,7.9514823,0.001
669,7.9517746,0.001
670,7.963033,0.001
671,7.9536734,0.001
672,7.954348,0.001
673,7.946914,0.001
674,7.938407,0.001
675,7.9613833,0.001
676,7.935654,0.001
677,7.933697,0.001
678,7.9732203,0.001
679,7.9610653,0.001
680,7.964561,0.001
681,7.9662943,0.001
682,7.9562354,0.001
683,7.9645476,0.001
684,7.945008,0.001
685,7.956925,0.001
686,7.950344,0.001
687,7.952648,0.001
688,7.955051,0.001
689,7.9513497,0.001
690,7.936474,0.001
691,7.9297767,0.001
692,7.940839,0.001
693,7.9551916,0.001
694,7.9293685,0.001
695,7.9324255,0.001
696,7.9308705,0.001
697,7.9452424,0.001
698,7.9565134,0.001
699,7.9579573,0.001
700,7.959833,0.001
701,7.936702,0.001
702,7.93092,0.001
703,7.9233565,0.001
704,7.9392514,0.001
705,7.937919,0.001
706,7.920687,0.001
707,7.923223,0.001
708,7.9121065,0.001
709,7.914026,0.001
710,7.9426527,0.001
711,7.9640493,0.001
712,7.958839,0.001
713,7.9414515,0.001
714,7.9333925,0.001
715,7.9302516,0.001
716,7.9481087,0.001
717,7.9575377,0.001
718,7.947713,0.001
719,7.945104,0.001
720,7.937282,0.001
721,7.9476404,0.001
722,7.927634,0.001
723,7.9471283,0.001
724,7.9313054,0.001
725,7.9446588,0.001
726,7.9384184,0.001
727,7.9290214,0.001
728,7.920533,0.001
729,7.9214487,0.001
730,7.9206333,0.001
731,7.933096,0.001
732,7.91315,0.001
733,7.9246993,0.001
734,7.936632,0.001
735,7.9302115,0.001
736,7.935684,0.001
737,7.9327345,0.001
738,7.9366736,0.001
739,7.9337254,0.001
740,7.941006,0.001
741,7.9441557,0.001
742,7.9296865,0.001
743,7.921357,0.001
744,7.92584,0.001
745,7.9394326,0.001
746,7.9327617,0.001
747,7.935809,0.001
748,7.9409885,0.001
749,7.938985,0.001
750,7.936904,0.001
751,7.9242263,0.001
752,7.9189706,0.001
753,7.9263306,0.001
754,7.917285,0.001
755,7.9161134,0.001
756,7.926063,0.001
757,7.9114256,0.001
758,7.9411683,0.001
759,7.908708,0.001
760,7.9246187,0.001
761,7.9389524,0.001
762,7.9204574,0.001
763,7.9189754,0.001
764,7.9388795,0.001
765,7.931606,0.001
766,7.9430304,0.001
767,7.9229164,0.001
768,7.923804,0.001
769,7.9387407,0.001
770,7.9159102,0.001
771,7.8984575,0.001
772,7.915335,0.001
773,7.9120154,0.001
774,7.912385,0.001
775,7.928712,0.001
776,7.9104548,0.001
777,7.9324136,0.001
778,7.9054327,0.001
779,7.9219894,0.001
780,7.926323,0.001
781,7.9137955,0.001
782,7.9302483,0.001
783,7.9103026,0.001
784,7.915355,0.001
785,7.9238577,0.001
786,7.9006295,0.001
787,7.9253073,0.001
788,7.915975,0.001
789,7.913018,0.001
790,7.8955984,0.001
791,7.8885217,0.001
792,7.8946357,0.001
793,7.933429,0.001
794,7.9058013,0.001
795,7.914284,0.001
796,7.934528,0.001
797,7.9059887,0.001
798,7.8956594,0.001
799,7.911776,0.001
800,7.9247904,0.001
801,7.8967514,0.001
802,7.9307165,0.001
803,7.920294,0.001
804,7.8843846,0.001
805,7.896699,0.001
806,7.9107695,0.001
807,7.92477,0.001
808,7.906971,0.001
809,7.9007254,0.001
810,7.925159,0.001
811,7.9057302,0.001
812,7.90065,0.001
813,7.898037,0.001
814,7.9102583,0.001
815,7.9351454,0.001
816,7.920271,0.001
817,7.926583,0.001
818,7.916886,0.001
819,7.900788,0.001
820,7.933765,0.001
821,7.9160976,0.001
822,7.9082413,0.001
823,7.918984,0.001
824,7.9019456,0.001
825,7.8981495,0.001
826,7.9014077,0.001
827,7.913732,0.001
828,7.8907638,0.001
829,7.914979,0.001
830,7.9080443,0.001
831,7.917419,0.001
832,7.9244323,0.001
833,7.907882,0.001
834,7.919673,0.001
835,7.9080377,0.001
836,7.913979,0.001
837,7.915722,0.001
838,7.904994,0.001
839,7.9029617,0.001
840,7.9317455,0.001
841,7.9021397,0.001
842,7.895522,0.001
843,7.9083138,0.001
844,7.9230404,0.001
845,7.9319806,0.001
846,7.9178505,0.001
847,7.91267,0.001
848,7.917283,0.001
849,7.89004,0.001
850,7.908803,0.001
851,7.901789,0.001
852,7.9082823,0.001
853,7.8890495,0.001
854,7.9076962,0.001
855,7.898016,0.001
856,7.8883295,0.001
857,7.9233894,0.001
858,7.89,0.001
859,7.8964434,0.001
860,7.901953,0.001
861,7.908702,0.001
862,7.881737,0.001
863,7.8791857,0.001
864,7.903111,0.001
865,7.9001527,0.001
866,7.902119,0.001
867,7.9105177,0.001
868,7.883967,0.001
869,7.894884,0.001
870,7.8773313,0.001
871,7.9062104,0.001
872,7.875309,0.001
873,7.921737,0.001
874,7.892611,0.001
875,7.892145,0.001
876,7.881292,0.001
877,7.897278,0.001
878,7.886271,0.001
879,7.8861027,0.001
880,7.9014173,0.001
881,7.893903,0.001
882,7.907124,0.001
883,7.9017963,0.001
884,7.88668,0.001
885,7.894529,0.001
886,7.8968334,0.001
887,7.8916984,0.001
888,7.907728,0.001
889,7.8739033,0.001
890,7.8908844,0.001
891,7.895642,0.001
892,7.901414,0.001
893,7.8936887,0.001
894,7.888678,0.001
895,7.9028616,0.001
896,7.881385,0.001
897,7.8966174,0.001
898,7.9160495,0.001
899,7.888526,0.001
900,7.901212,0.001
901,7.8799562,0.001
902,7.8751917,0.001
903,7.8956146,0.001
904,7.8916745,0.001
905,7.893624,0.001
906,7.8935595,0.001
907,7.8869543,0.001
908,7.8827753,0.001
909,7.8784356,0.001
910,7.8890386,0.001
911,7.8696957,0.001
912,7.8781853,0.001
913,7.877699,0.001
914,7.864506,0.001
915,7.8827925,0.001
916,7.892927,0.001
917,7.880061,0.001
918,7.890313,0.001
919,7.876652,0.001
920,7.8931212,0.001
921,7.899769,0.001
922,7.8830914,0.001
923,7.877871,0.001
924,7.8637514,0.001
925,7.8825827,0.001
926,7.8865237,0.001
927,7.9079847,0.001
928,7.8828387,0.001
929,7.90344,0.001
930,7.9102077,0.001
931,7.891918,0.001
932,7.8969617,0.001
933,7.8963943,0.001
934,7.89257,0.001
935,7.871731,0.001
936,7.8915772,0.001
937,7.8881273,0.001
938,7.879257,0.001
939,7.8928857,0.001
940,7.8584905,0.001
941,7.8957705,0.001
942,7.8915834,0.001
943,7.9045863,0.001
944,7.8711,0.001
945,7.8668346,0.001
946,7.8970637,0.001
947,7.892572,0.001
948,7.895781,0.001
949,7.897835,0.001
950,7.9152775,0.001
951,7.900027,0.001
952,7.886988,0.001
953,7.902562,0.001
954,7.8916106,0.001
955,7.8794904,0.001
956,7.893307,0.001
957,7.870122,0.001
958,7.882752,0.001
959,7.8803544,0.001
960,7.897068,0.001
961,7.886059,0.001
962,7.8899875,0.001
963,7.883368,0.001
964,7.899142,0.001
965,7.8746243,0.001
966,7.892831,0.001
967,7.884432,0.001
968,7.887311,0.001
969,7.871408,0.001
970,7.897303,0.001
971,7.882014,0.001
972,7.8897943,0.001
973,7.871659,0.001
974,7.894733,0.001
975,7.8868146,0.001
976,7.8842897,0.001
977,7.8838305,0.001
978,7.888179,0.001
979,7.877701,0.001
980,7.8718,0.001
981,7.880148,0.001
982,7.870427,0.001
983,7.8500886,0.001
984,7.891407,0.001
985,7.886388,0.001
986,7.892242,0.001
987,7.8801436,0.001
988,7.861038,0.001
989,7.8585463,0.001
990,7.854587,0.001
991,7.8700767,0.001
992,7.9044433,0.001
993,7.8731394,0.001
994,7.9001164,0.001
995,7.9083023,0.001
996,7.8691745,0.001
997,7.891441,0.001
998,7.881461,0.001
999,7.8928027,0.001
1000,7.877521,0.001
1001,7.8869653,0.001
1002,7.884077,0.001
1003,7.873003,0.001
1004,7.8908725,0.001
1005,7.869745,0.001
1006,7.862096,0.001
1007,7.8513045,0.001
1008,7.8588204,0.001
1009,7.8713408,0.001
1010,7.883035,0.001
1011,7.8879104,0.001
1012,7.871887,0.001
1013,7.866399,0.001
1014,7.865472,0.001
1015,7.8755765,0.001
1016,7.8504963,0.001
1017,7.8793025,0.001
1018,7.8820004,0.001
1019,7.872174,0.001
1020,7.8901305,0.001
1021,7.865604,0.001
1022,7.8963704,0.001
1023,7.884981,0.001
1024,7.8650804,0.001
1025,7.866627,0.001
1026,7.8692203,0.001
1027,7.864763,0.001
1028,7.8673267,0.001
1029,7.864517,0.001
1030,7.8640747,0.001
1031,7.8844366,0.001
1032,7.876612,0.001
1033,7.8770204,0.001
1034,7.8831544,0.001
1035,7.87396,0.001
1036,7.889355,0.001
1037,7.8855796,0.001
1038,7.8823557,0.001
1039,7.886157,0.001
1040,7.868241,0.001
1041,7.877325,0.001
1042,7.871705,0.001
1043,7.8689046,0.001
1044,7.891668,0.001
1045,7.895662,0.001
1046,7.8746543,0.001
1047,7.8778377,0.001
1048,7.8624635,0.001
1049,7.866025,0.001
1050,7.856158,0.001
1051,7.86622,0.001
1052,7.883149,0.001
1053,7.8718343,0.001
1054,7.8724113,0.001
1055,7.870111,0.001
1056,7.877834,0.001
1057,7.870365,0.001
1058,7.8820367,0.001
1059,7.8727326,0.001
1060,7.8643394,0.001
1061,7.8884897,0.001
1062,7.8607235,0.001
1063,7.867181,0.001
1064,7.8822074,0.001
1065,7.8797865,0.001
1066,7.876578,0.001
1067,7.86426,0.001
1068,7.876881,0.001
1069,7.859472,0.001
1070,7.8538113,0.001
1071,7.890056,0.001
1072,7.852007,0.001
1073,7.8561244,0.001
1074,7.89427,0.001
1075,7.857933,0.001
1076,7.8795524,0.001
1077,7.87353,0.001
1078,7.8796096,0.001
1079,7.8646016,0.001
1080,7.8448014,0.001
1081,7.8486533,0.001
1082,7.87583,0.001
1083,7.893202,0.001
1084,7.8593135,0.001
1085,7.893425,0.001
1086,7.904514,0.001
1087,7.8776283,0.001
1088,7.860867,0.001
1089,7.868893,0.001
1090,7.8962684,0.001
1091,7.8779693,0.001
1092,7.87813,0.001
1093,7.858113,0.001
1094,7.8804145,0.001
1095,7.874642,0.001
1096,7.868788,0.001
1097,7.8607054,0.001
1098,7.8548846,0.001
